source_platform,source_platform_url,data.id,data.desc,data.createTime,data.stats.collectCount,data.stats.commentCount,data.stats.diggCount,data.stats.playCount,data.stats.shareCount,data.author.nickname,data.author.id,data.duetDisplay,data.duetEnabled,data.author.uniqueId,video_url,sentiment_rulebased
tiktok.com,https://www.tiktok.com/@diejungemitte_ch,7559287777330842883,"📣 NON à l’imposition individuelle ! Les Jeunes du Centre ont déposé 65'672 signatures avec une alliance pour le référendum contre l’imposition individuelle. 🧡 Pourquoi ce combat ? 👉 Parce que cette réforme crée de nouvelles inégalités au lieu d’en corriger 👉 Parce qu’elle génère plus de bureaucratie, pas plus d’équité 👉 Parce qu’une politique équitable ne doit pas opposer les modèles de vie Après 10 cantons, c’est maintenant le peuple qui envoie un signal fort au Parlement ! 🗳️ #jeunesducentre #diejungemitte #chvote #impositionindividuelle #aufbruchmitte #referendum ",2025-10-09 18:17:23,0,0,20,865,0,Die Junge Mitte Schweiz,6783318572237456389,0,True,diejungemitte_ch,https://www.tiktok.com/@diejungemitte_ch/video/7559287777330842883,0.01
tiktok.com,https://www.tiktok.com/@diejungemitte_ch,7559286685800926486,"Heute hat die Junge Mitte mit dem überparteilichen Komitee das Referendum gegen die Einführung der Individualbesteuerung offiziell eingereicht. Um auf die Folgen der Individualbesteuerung aufmerksam zu machen, überreichte die Junge Mitte der FDP und den Jungfreisinnigen ein verfrühtes Weihnachtsgeschenk: einen Berg aus Paketen, der sinnbildlich für 1.7 Millionen zusätzliche Steuererklärungen pro Jahr steht. 🎁 #chvote #aufbruchmitte #individualsteuer  #referendum ",2025-10-09 18:13:08,0,1,20,809,1,Die Junge Mitte Schweiz,6783318572237456389,0,True,diejungemitte_ch,https://www.tiktok.com/@diejungemitte_ch/video/7559286685800926486,0.0
tiktok.com,https://www.tiktok.com/@diejungemitte_ch,7554700022978301206,Ab an die Urne🚀 #Ja #eid #chvote #aufbruchmitte #demokratie ,2025-09-27 09:34:33,1,0,22,931,2,Die Junge Mitte Schweiz,6783318572237456389,0,True,diejungemitte_ch,https://www.tiktok.com/@diejungemitte_ch/video/7554700022978301206,0.0
tiktok.com,https://www.tiktok.com/@diejungemitte_ch,7553707619857272086,"🇨🇭 Mittlerweile sind es mit Nidwalden sogar zehn Kantone. 🔥 🖊 Unterschreibe das Referendum zur Individualbesteuerung trotzdem (Link in Bio) – als starkes Zeichen, und sende den Unterschriftenbogen sofort ein📬 #uri #altdorf #landrat #diejungemitte #aufbruchmitte #nein #steuerschwindel ",2025-09-24 17:23:31,1,0,20,562,0,Die Junge Mitte Schweiz,6783318572237456389,0,True,diejungemitte_ch,https://www.tiktok.com/@diejungemitte_ch/video/7553707619857272086,0.0
tiktok.com,https://www.tiktok.com/@diejungemitte_ch,7552918563024047382,✅️Jetzt JA zur E-ID stimmen📬 ❔️Fragen zur Vorlage? Slide in die DM's #eid #chvote #aufbruchmitte #Digital #fortschritt ,2025-09-22 14:21:35,0,3,15,1027,2,Die Junge Mitte Schweiz,6783318572237456389,0,True,diejungemitte_ch,https://www.tiktok.com/@diejungemitte_ch/video/7552918563024047382,0.01
tiktok.com,https://www.tiktok.com/@diejungemitte_ch,7552786840500178198,✅️Stimme bis am Sonntag JA zur E-ID📬 #bundeshaus #ja #eid #chvote #aufbruchmitte ,2025-09-22 05:50:33,1,3,24,2160,6,Die Junge Mitte Schweiz,6783318572237456389,0,True,diejungemitte_ch,https://www.tiktok.com/@diejungemitte_ch/video/7552786840500178198,0.0
tiktok.com,https://www.tiktok.com/@diejungemitte_ch,7549968160502369558,"Am 28. September stimmen wir über die E-ID ab. Sie ist sicher, praktisch und vereinfacht unseren Alltag. 🇨🇭💡 Wir als Junge Mitte sagen mit Überzeugung JA zur E-ID – für eine moderne und digitale Schweiz.  Stimm auch Du JA zur E-ID am 28. September. 🗳️🥂 #eid #ja #digitaleschweiz #abstimmung #foryou ",2025-09-14 15:32:30,0,1,15,859,0,Die Junge Mitte Schweiz,6783318572237456389,0,True,diejungemitte_ch,https://www.tiktok.com/@diejungemitte_ch/video/7549968160502369558,0.72
tiktok.com,https://www.tiktok.com/@diejungemitte_ch,7549433503700503830,‼️Steuerschwindel‼️ Jetzt Referendum unterschreiben | @luca boog  #steuerschwindel #referendum #diejungemitte #schweiz #foryou ,2025-09-13 04:57:58,3,0,12,899,2,Die Junge Mitte Schweiz,6783318572237456389,0,True,diejungemitte_ch,https://www.tiktok.com/@diejungemitte_ch/video/7549433503700503830,0.0
tiktok.com,https://www.tiktok.com/@diejungemitte_ch,7544108704111529238,"Ein erschütternder Rekord, der zeigt: Gewalt gegen Frauen ist keine Randerscheinung, sondern bittere Realität.🚨 Wir dürfen nicht wegschauen. Jede Frau hat das Recht auf Sicherheit. Es braucht jetzt Prävention, Schutzplätze und konsequentes Handeln von Politik und Gesellschaft.  #stopfemizid #diejungemitte #schweiz #fyp #foryoupagee #fy #foryouu #switzerland ",2025-08-29 20:34:49,0,0,8,549,0,Die Junge Mitte Schweiz,6783318572237456389,0,,diejungemitte_ch,https://www.tiktok.com/@diejungemitte_ch/video/7544108704111529238,-0.91
tiktok.com,https://www.tiktok.com/@diejungemitte_ch,7535540798637493526,"Die nächste Delegiertenversammlung steht bevor!🤩 Sie findet in Biel/Bienne im Kanton Bern statt. Es erwarten euch einige spannende Programmpunkte, wie beispielsweise die Parolenfassung zur E-ID oder das Gespräch mit dem neuen Mitte-Präsidenten Philipp Matthias Bregy. Das Highlight werden natürlich die Gesamterneuerungswahlen sein. Über den untenstehenden Link kannst du dich anmelden:  https://diejungemitte.ch/veranstaltungen/2-delegiertenversammlung-2025 Wir freuen uns auf eine spannende Delegiertenversammlung!🚀 #diejungemitte #delegiertenversammlung #bern #biel #wahlen #fyp #foryoupagee #fy #foryouu #switzerland ",2025-08-06 18:26:58,0,0,4,285,0,Die Junge Mitte Schweiz,6783318572237456389,0,True,diejungemitte_ch,https://www.tiktok.com/@diejungemitte_ch/video/7535540798637493526,1.0
