source_platform,source_platform_url,data.id,data.desc,data.createTime,data.stats.collectCount,data.stats.commentCount,data.stats.diggCount,data.stats.playCount,data.stats.shareCount,data.author.nickname,data.author.id,data.duetDisplay,data.duetEnabled,data.author.uniqueId,video_url,sentiment_rulebased
tiktok.com,https://www.tiktok.com/@fdp_schweiz,7532769193289125143,"🫵 Genug von Politik, die erst erklärt wird, wenn’s schon zu spät ist? Wir auch. 👋 Willkommen zu unserem neuen Format – früher dran, klarer im Ton und mit etwas mehr 🔥. ❌ Keine PDFs. Keine Parteisprache. Kein Filter. 🎬 Hier gibt’s: 📌 Erklärvideos, die du wirklich verstehst 📌 Themen, die bald zur Abstimmung kommen 📌 Meinungen, die sich was trauen Starten wir mit der JUSO-Initiative – und warum 50 % Erbschaftssteuer nur der Anfang wäre. 🎯 Bleib dran – hier läuft Politik anders. #politikohnefilter #jusoinitiative #klartext #fdp #erbschaftssteuer #abstimmungenschweiz #wirtschaftverstehen #fdpwecker",2025-07-30 07:11:47,1,2,28,588,0,FDP Schweiz,7166931565070173190,0,True,fdp_schweiz,https://www.tiktok.com/@fdp_schweiz/video/7532769193289125143,0.12
tiktok.com,https://www.tiktok.com/@fdp_schweiz,7559223516235566358,"Wenn ein grosses Vermögen vererbt wird, steckt es meist nicht auf dem Konto, sondern im Unternehmen. Bei multinationalen Konzernen wie Apple wäre das anders geregelt – aber für Schweizer Familienbetriebe und KMU wäre genau das Realität: 👉 Sie müssten Firmenanteile verkaufen, nur um die Steuer zu zahlen. Übrigens: Wir haben in unserer Serie bewusst zwei Buchstaben übersprungen – damit wir schneller zu den Themen kommen, die jetzt wirklich zählen 😉 #JUSOInitiative #Erbschaftssteuer #KMU #FDP #Wirtschaftsstandort",2025-10-09 14:08:00,0,1,22,380,0,FDP Schweiz,7166931565070173190,0,True,fdp_schweiz,https://www.tiktok.com/@fdp_schweiz/video/7559223516235566358,0.12
tiktok.com,https://www.tiktok.com/@fdp_schweiz,7554684956560067862,🔄 Eine Generation baut auf. Die nächste soll verkaufen? Die Erbschaftssteuer-Initiative ist kein Zukunftsprojekt – sondern ein Rückschritt. Wir geben keine Schulden weiter. Sondern Verantwortung. 💬 Schreib in die Kommentare: Was würdest du weitergeben wollen? #Erbschaftssteuer #Generationen #JusoInitiative #FDP #Verantwortung #LiberalDenken #Familienbetriebe #ZukunftGestalten #PolitikErklärt,2025-09-27 08:36:37,0,1,16,392,0,FDP Schweiz,7166931565070173190,0,,fdp_schweiz,https://www.tiktok.com/@fdp_schweiz/video/7554684956560067862,0.72
tiktok.com,https://www.tiktok.com/@fdp_schweiz,7552535585676610838,"👀 Wenn Politik keine Lösungen hat, sucht sie Schuldige. Die JUSO-Initiative macht *Erfolgreiche zum Feindbild* – und nennt das „sozial gerecht“. Doch wenn Reiche auswandern, nehmen sie Jobs, Innovation und Steuereinnahmen mit. ➡️ Am Ende bleibt: Frust, Ideologie – und ein kaputter Mittelstand. Die FDP sagt: Politik sollte *verbinden statt spalten*. Denn wer Wohlstand bekämpft, macht Armut salonfähig. ❓ Was meinst du: Hat Neid in der Steuerpolitik etwas verloren? #JUSOInitiative #Steuern #FDP #Neidpolitik #Mittelstand",2025-09-21 13:35:26,2,5,26,499,0,FDP Schweiz,7166931565070173190,0,True,fdp_schweiz,https://www.tiktok.com/@fdp_schweiz/video/7552535585676610838,-1.0
tiktok.com,https://www.tiktok.com/@fdp_schweiz,7551724949929692439,"Schwarz, weiss, grün oder blau? ⬛⬜🟩🟦 Das Fedpol - die Lieblingssicherheitspolitische Institution von ""Bern einfach""...  Seit Kurzem dürfen Schweizer Polizistinnen und Polizisten nämlich nicht mehr erfassen, welche Hautfarbe eine gesuchte Person hat. 🤦‍♀️🤦‍♂️ Die FDP wehrt sich gegen diese Scheuklappen, die das Fedpol der Polizei auferlegt hat! Wehre auch du dich dagegen und unterzeichne jetzt unsere Petition  und teile diesen Post mit deinen Freunden! 💪 https://civic.ch/.../nein-zur-politischen-zensur-der-polizei   #berneinfach #fdpschweiz #FDPDieLiberalen #FDP.DieLiberalen",2025-09-20 06:00:00,1,2,14,397,1,FDP Schweiz,7166931565070173190,0,True,fdp_schweiz,https://www.tiktok.com/@fdp_schweiz/video/7551724949929692439,0.01
tiktok.com,https://www.tiktok.com/@fdp_schweiz,7550573367271820567,"Die SP vor der Abstimmung: ""Der AHV geht es gut.“ 👼  Die SP nach der Abstimmung: „Wir müssen die Steuern erhöhen!“ 😈🤘 @spschweiz  #FDP.DieLiberalen",2025-09-16 06:41:05,1,4,25,731,14,FDP Schweiz,7166931565070173190,0,True,fdp_schweiz,https://www.tiktok.com/@fdp_schweiz/video/7550573367271820567,0.38
tiktok.com,https://www.tiktok.com/@fdp_schweiz,7549515619419311382,"Du baust dein Leben lang auf – und dann verlangt der Staat: „Gib die Hälfte her.“ Die JUSO nennt das Gerechtigkeit. Wir nennen es: Strafe für Eigenverantwortung. 🔨 Unternehmen verkaufen, nur weil geerbt wurde? Das trifft nicht die Superreichen – sondern den liberalen Mittelstand. 💬 Schreib in die Kommentare: Was bedeutet für dich Eigenverantwortung? #Erbschaftssteuer #FDP #Eigenverantwortung #JusoInitiative #KMU #Nachfolge #Vermögen #LiberalDenken #SteuernMitMass",2025-09-13 10:16:26,0,4,21,468,0,FDP Schweiz,7166931565070173190,0,True,fdp_schweiz,https://www.tiktok.com/@fdp_schweiz/video/7549515619419311382,0.02
tiktok.com,https://www.tiktok.com/@fdp_schweiz,7548740516926557462,"Was ist eigentlich eine Session? Wer sitzt da drin? Und was passiert da genau? Viermal pro Jahr trifft sich das Parlament zur Session – und dort werden die Weichen gestellt für alles: 💼 Gesetze 📊 Budget 🌱 Klima 🧑‍⚖️ Wahlen 📃 Vorstösse Und: Die Sitzungen sind öffentlich. Du kannst zuschauen – oder besser: verstehen, mitreden, mitgestalten. 💬 Was würdest du im Bundeshaus ansprechen, wenn du 2 Minuten Redezeit hättest? 👇 Schreib’s in die Kommentare & folge für mehr Insights direkt aus dem Bundeshaus. #SessionErklärt #Bundeshaus #PolitikVerstehen #FDP #DemokratieLive #LiberalDenken #PolitikErklärt #CHpolitics #ParlamentSchweiz",2025-09-11 08:08:39,1,1,16,457,0,FDP Schweiz,7166931565070173190,0,,fdp_schweiz,https://www.tiktok.com/@fdp_schweiz/video/7548740516926557462,0.83
tiktok.com,https://www.tiktok.com/@fdp_schweiz,7546204505168252182,"🧾 Einkommen, Dividende, Vermögen – alles schon versteuert. Und dann, beim Vererben: nochmal 50 %? Das ist keine Gerechtigkeit. Das ist doppelte Besteuerung – und ein liberaler Albtraum. 📉 Kein Staat sollte zweimal abkassieren, nur weil jemand etwas aufgebaut hat. 📢 Sag uns in den Kommentaren: 👉 Wer sollte deiner Meinung nach wirklich mehr zahlen? #Erbschaftssteuer #JusoInitiative #DoppelteBesteuerung #FDP #LiberalDenken #KMU #Eigenverantwortung #NoEnteignung #PolitikErklärt",2025-09-04 12:07:37,1,0,8,361,0,FDP Schweiz,7166931565070173190,0,True,fdp_schweiz,https://www.tiktok.com/@fdp_schweiz/video/7546204505168252182,-0.0
tiktok.com,https://www.tiktok.com/@fdp_schweiz,7543913472350866710,"C wie Chancengleichheit. Für uns Freisinnige bedeutet das: gleiche Chancen am Start – nicht Gleichmacherei am Ziel. 👉 Bildung, Aufstiegschancen und faire Rahmenbedingungen – ja. 👉 Aber eine 50%-Steuer auf Familienunternehmen und Nachlässe, wie die JUSO sie will? Das zerstört Leistung, Innovation und Arbeitsplätze. Chancengerechtigkeit heisst fördern, nicht bestrafen. #Chancengerechtigkeit #LeistungMussSichLohnen #NeinZurJUSOInitiative #FDP",2025-08-29 07:57:16,0,3,14,442,10,FDP Schweiz,7166931565070173190,0,True,fdp_schweiz,https://www.tiktok.com/@fdp_schweiz/video/7543913472350866710,-0.43
