source_platform,source_platform_url,data.id,data.desc,data.createTime,data.stats.collectCount,data.stats.commentCount,data.stats.diggCount,data.stats.playCount,data.stats.shareCount,data.author.nickname,data.author.id,data.duetDisplay,data.duetEnabled,data.author.uniqueId,video_url
tiktok.com,https://www.tiktok.com/@jungegruene_ch,7550668446166535446,Wir kämpfen weiter für den Ausstieg aus belastenden Tierversuchen. Hilfst du uns? ✊🏽,2025-09-16 12:50:01,1,3,22,395,0,Junge Grüne Schweiz,6968879151655748613,0,True,jungegruene_ch,https://www.tiktok.com/@jungegruene_ch/video/7550668446166535446
tiktok.com,https://www.tiktok.com/@jungegruene_ch,7541031262119660822,Über 170‘000 Unterschriften für 8 Wochen Ferien in der Lehre 🔥,2025-08-21 13:32:47,16,3,539,7663,40,Junge Grüne Schweiz,6968879151655748613,0,True,jungegruene_ch,https://www.tiktok.com/@jungegruene_ch/video/7541031262119660822
tiktok.com,https://www.tiktok.com/@jungegruene_ch,7532869455429242134,"Aber nei, es interessiert niemert 🤷🏽‍♀️",2025-07-30 13:40:47,4,1,214,2328,3,Junge Grüne Schweiz,6968879151655748613,0,,jungegruene_ch,https://www.tiktok.com/@jungegruene_ch/video/7532869455429242134
tiktok.com,https://www.tiktok.com/@jungegruene_ch,7525848690217504022,"Demo wurde organisiert von HAZ, TGNS, SP Queer Zürich und Checkpoint Zürich - Danke! #trans #lgbt #lgbtqia #queer",2025-07-11 15:36:39,1,0,105,958,3,Junge Grüne Schweiz,6968879151655748613,0,,jungegruene_ch,https://www.tiktok.com/@jungegruene_ch/video/7525848690217504022
tiktok.com,https://www.tiktok.com/@jungegruene_ch,7524663535742356758,#trans #queer #lgbtqia #lgbt ,2025-07-08 10:57:41,0,5,52,913,0,Junge Grüne Schweiz,6968879151655748613,0,,jungegruene_ch,https://www.tiktok.com/@jungegruene_ch/video/7524663535742356758
tiktok.com,https://www.tiktok.com/@jungegruene_ch,7522132638891904279,spread the word #heat #climate #climatechange #climatecrisis ,2025-07-01 15:16:30,0,1,55,815,0,Junge Grüne Schweiz,6968879151655748613,0,,jungegruene_ch,https://www.tiktok.com/@jungegruene_ch/video/7522132638891904279
tiktok.com,https://www.tiktok.com/@jungegruene_ch,7520966979847589142,#pride #csd #gay #queer #lgbtqia #lgbt ,2025-06-28 11:53:09,1,2,44,649,0,Junge Grüne Schweiz,6968879151655748613,0,,jungegruene_ch,https://www.tiktok.com/@jungegruene_ch/video/7520966979847589142
tiktok.com,https://www.tiktok.com/@jungegruene_ch,7515356479646403862,✊🏼💜,2025-06-13 09:01:32,1,4,73,1013,5,Junge Grüne Schweiz,6968879151655748613,0,True,jungegruene_ch,https://www.tiktok.com/@jungegruene_ch/video/7515356479646403862
tiktok.com,https://www.tiktok.com/@jungegruene_ch,7508739374687849750,,2025-05-26 13:03:49,2,1,65,984,1,Junge Grüne Schweiz,6968879151655748613,0,True,jungegruene_ch,https://www.tiktok.com/@jungegruene_ch/video/7508739374687849750
tiktok.com,https://www.tiktok.com/@jungegruene_ch,7494198148785573142,"Kommentiert solidarisch auf Social Media oder unter Zeitungsberichten, meldet rassistische Kommentare und reicht bei SRF eine Beschwerde ein. Die JUSO Zürich hat eine Vorlage dafür geschrieben. Quellen: Schweizerisches Zentrum für Islam und Gesellschaft, Amnesty Schweiz, watson, SRF Late Night Switzerland (Foto)",2025-04-17 08:36:25,2,2,41,2115,0,Junge Grüne Schweiz,6968879151655748613,0,,jungegruene_ch,https://www.tiktok.com/@jungegruene_ch/video/7494198148785573142
tiktok.com,https://www.tiktok.com/@jungegruene_ch,7493201433332829462,"In der industriellen Tierhaltung werden Kühe und ihre Kälber schonungslos ausgebeutet. Ihre natürliche Lebensweise und sozialen Bedürfnisse können nicht berücksichtigt werden, weil der Druck, möglichst viel und günstige Milch zu produzieren enorm ist. 🥛🐄 Danke an die junggrüne Arbeitsgruppe Tierrechte für das Video ✊🏼💚",2025-04-14 16:08:36,3,8,50,5012,27,Junge Grüne Schweiz,6968879151655748613,0,True,jungegruene_ch,https://www.tiktok.com/@jungegruene_ch/video/7493201433332829462
