source_platform,source_platform_url,data.id,data.caption.text,data.caption.created_at,data.media_type,data.like_count,data.comment_count,sentiment_rulebased,voting.topic
instagram.com,https://www.instagram.com/jevp_ch/,3653107334817414853_13539208947,"Heute am 12.Juni ist der internationale Tag gegen Kinderarbeit. Die Ausbeutung von Kindern und damit die Verletzung ihrer grundlegenden Menschen- und Kinderrechte muss enden, dabei spielt die Armutsbekämpfung eine elementare Rolle.",2025-06-12 04:59:14+00:00,8,20,0,-0.71,0
instagram.com,https://www.instagram.com/jevp_ch/,3649538421491948659_13539208947,"Solarinitiative schon unterschrieben? Unsere Co-Präsidentin (@leonasarah_ ) sitzt für die JEVP im Initiativkomitee und erklärt in Kürze, was das Ziel der Initiative ist. @solarinitiativech",2025-06-07 06:49:28+00:00,2,39,1,-0.34,0
instagram.com,https://www.instagram.com/jevp_ch/,3648417930536422382_13539208947,"Was wir von den bisherigen Entscheiden der Sommersession halten... 📢Warum wir ""Things"" statt ""Propaganda"" brauchen: Propaganda beschreibt den Versuch gezielt das Denken, Fühlen und Handeln von Menschen zu beeinflussen und ist meist manipulativ. (bpb)  Beim Inhalt von diesem Trend (z.B. Kabelkopfhörer oder Iced Matcha Latte) handelt es sich mehrheitlich um Meinungen oder Vorlieben und nicht um Propaganda.  Wenn Meinungen mit dem Wort ""Propaganda"" gleichgesetzt werden, dann verliert das Wort ""Propaganda"" seine Kraft, wenn es darum geht, echte Propaganda zu benennen und zu verurteilen. Wir brauchen also das Wort ""Things"", um echte Propaganda nicht zu verharmlosen.",2025-06-05 17:42:39+00:00,2,23,0,-1.0,1
instagram.com,https://www.instagram.com/jevp_ch/,3647551898714360313_13539208947,Die nächste Mitgliederversammlung steht bevor! 📆 24.Juni 2025 🕖 19:30 - 21:00 📍 Online via Zoom An unserer nächsten Mitgliederversammlung werden wir uns mit den beiden Abstimmungsvorlagen vom September auseinandersetzen und zum E-ID-Gesetz die Parole fassen. Sei dabei! Melde dich via dm für den Zugangslink zur Versammlung!,2025-06-04 13:04:13+00:00,1,5,0,0.4,1
instagram.com,https://www.instagram.com/jevp_ch/,3637884523819601178_13539208947,"Heute ist internationaler Tag der Biodiversität. Co-Präsidentin @leablattner erinnert uns daran, dass Biodiversitätsverlust und Klimawandel Hand in Hand gehen.  Schockierende Zahlen:  🦋Zwei Drittel aller Arten sind gefährdet. 🐝Mehr als die Hälfte aller Lebensräume ist bedroht. 🌷Handeln wir jetzt und bewahren die Schöpfung auch für die kommenden Generationen!",2025-05-22 04:55:05+00:00,2,24,0,-1.0,0
instagram.com,https://www.instagram.com/jevp_ch/,3636426393982169084_13539208947,"Menschenhandel muss endlich effektiv bekämpft werden! Dass dies noch nicht der Fall ist, zeigt der aktuell aufgedeckte Fall von Menschenhandel in Bern auf, wo 146 Frauen jahrelang zur Prostitution gezwungen wurden.",2025-05-20 04:37:11+00:00,8,30,0,-0.4,0
instagram.com,https://www.instagram.com/jevp_ch/,3623758673348305015_13539208947,Jetzt anmelden! Unser diesjähriger Summer Event findet im Churer Rheintal statt.  Verbringe den längsten Tag des Jahres mit guter Gemeinschaft und einem sommerlichen Programm!🌞 Auch Nicht-Mitglieder sind übrigens willkommen. Wir freuen uns auf dich! Was: Führung Windenergieanlage Calandawind und Baden&Grillieren am Badesee Trimmis Kosten: gratis,2025-05-02 17:08:42+00:00,8,13,0,0.6,0
instagram.com,https://www.instagram.com/jevp_ch/,3622886272024570213_13539208947,"❗️Wir suchen den/die neue Generalsekretär/in der JEVP❗️ Die JEVP sucht per 1. August 2025 oder nach Vereinbarung eine/n Generalsekretär/in 20%. Du arbeitest gerne mit Menschen zusammen, bist an politischer Mitgestaltung interessiert und ein Organisationstalent? ✔️Dann bewirb dich bis am Freitag, dem 30.05.2025 per E-Mail an info@jevp.ch. Alle weiteren Informationen findest du in der Stellenausschreibung (Link inBio). ℹ️ Diese Stellenausschreibung darfst du auch gerne mit Bekannten teilen. Danke für dein Interesse!",2025-05-01 12:15:22+00:00,1,16,0,-0.14,0
instagram.com,https://www.instagram.com/jevp_ch/,3620688458515345953_13539208947,Heute am 28.April ist internationaler Tag für Gesundheit und Sicherheit am Arbeitsplatz.🌍 Ein paar Infos zum heutigen Tag und unsere Forderungen haben wir euch hier zusammengestellt.,2025-04-28 11:28:43+00:00,8,8,0,0.01,0
instagram.com,https://www.instagram.com/jevp_ch/,3613430078759465885_13539208947,"Die JEVP wünscht gesegnete Ostern, die Hoffnung und Kraft tanken lassen.",2025-04-18 11:07:36+00:00,1,18,0,0.21,0
instagram.com,https://www.instagram.com/jevp_ch/,3593338013073742066_13539208947,Wir sind am Ostermarsch 2025 dabei! 🕊️ Die Eröffnungsrede hält EVP-Nationalrat Marc Jost.  Passend zum diesjährigen Thema werden auch Unterschriften für die Atomwaffenverbotsinitiative gesammelt. Kommst du auch?,2025-03-21 17:48:15+00:00,1,18,0,0.12,0
instagram.com,https://www.instagram.com/jevp_ch/,3592441134278418118_13539208947,"Der Nationalrat hat die Service Citoyen-Initiative abgelehnt – doch die Bevölkerung entscheidet. Wir danken den EVP-Nationalräten für ihre Unterstützung und ihr Engagement für mehr Verantwortung und Zusammenhalt. Jetzt bleibt es an uns, weiter dafür einzustehen.",2025-03-20 12:06:19+00:00,8,24,0,-0.04,1
instagram.com,https://www.instagram.com/jevp_ch/,3586764551297377379_70543536723,"Samedi dernier, Lévi Gerber (Reconvilier, BE) a été élu au comité du JPEV Suisse et a été confirmé nouveau président du JPEV Romandie. Félicitations! Nous nous réjouissons de collaborer avec toi et te souhaitons beaucoup de plaisir dans ta fonction!🤝 Vergangenen Samstag wurde Lévi Gerber (Reconvilier, BE) neu in den Vorstand der JEVP Schweiz gewählt und als neuer Präsident der JPEV Romandie bestätigt. Herzliche Gratulation, wir freuen uns auf die Zusammenarbeit und wünschen viel Freude im Amt!🤝",2025-03-12 16:07:57+00:00,8,23,1,1.0,0
