source_platform,source_platform_url,data.id,data.caption.text,data.caption.created_at,data.media_type,data.like_count,data.comment_count,sentiment_rulebased
instagram.com,https://www.instagram.com/juso_schweiz/,3710592069753409895_46564761026,NEUE SHIRTS!! Bestell dir jetzt dein „TAX THE RICH“-Shirt. 👕 Über den Link in der Bio kommst du direkt zum Shop. #initiativefüreinezukunft #taxtherich,2025-08-30 12:35:22+00:00,2,187,8,0.0
instagram.com,https://www.instagram.com/juso_schweiz/,3710436832606688481_2944886569,"Der grösste Arbeitsunfall der Schweizer Geschichte?! Am 30. August 1965 wurden 88 Arbeiter*innen durch einen Gletschersturz getötet, der in der Nacht auf ihre Baracken stürzte. Die Opfer waren grossmehrheitlich Italiener*innen. Verantwortlich für die Katastrophe waren die Schweizer und Walliser Behörden. Auch heute noch ereignen sich Arbeitsunfälle, weil Arbeitgeber*innen Profit über Menschenleben stellen.",2025-08-30 07:23:40+00:00,2,314,16,-1.0
instagram.com,https://www.instagram.com/juso_schweiz/,3710064549488027077_2944886569,"Polizeigewalt, rassistische Morde und abscheuliche Kommentare: Die jüngsten Nachrichten aus Lausanne zeigen, die Polizei muss abgeschafft werden.",2025-08-29 19:05:24+00:00,2,602,49,-0.37
instagram.com,https://www.instagram.com/juso_schweiz/,3706123125458515898_46564761026,"Geld in Klimaschutz statt Luxuspanzer! Ja zur Initiative für eine Zukunft am 30. November. Quelle: SRF, 27.03.2024 „Mit Bitcoin reich geworden“ #initiativefüreinezukunft",2025-08-24 08:49:28+00:00,2,198,6,0.12
instagram.com,https://www.instagram.com/juso_schweiz/,3702478185749082391_46564761026,"Wir alle spüren es: Es ist verdammt heiss, und wenn wir nicht radikal etwas am bisherigen Klimakurs ändern, bleibt es mit grosser Wahrscheinlichkeit der kälteste Sommer, den wir noch erleben werden.   Sogar die rechtsbürgerliche NZZ titelt: Hitze in der Schweiz: Künftig wird’s noch schlimmer. - #initiativefüreinezukunft #ifez",2025-08-19 07:50:16+00:00,8,197,3,-1.0
instagram.com,https://www.instagram.com/juso_schweiz/,3702050289339109376_2364630328,"SOLIABEND FÜR PALÄSTINA🍉🇵🇸 19. September, 18:30 Uhr Holligerhof 8, 3008 Bern BILDUNG, GESPRÄCH UND ESSEN - Erlös zungunsten von Spendenkampagnen (mehr Infos folgen) 🤍 Inputs von Dr. Sarah El Bulbeisi zur Geschichte, Traumata und aktueller Situation von Palästinenser*innen in der Diaspora & Moritz Haegi (MzumO) zu israelischem Siedlerkolonialismus, Apartheid und Genozid im Westjordanland und Gaza ❤️ Panel & Gesprächsrunde mit diversen Gästen aus der palästinensischen Diaspora, der Palästinasolidaritäts bewegung und dem Umfeld der SP und Juso 🖤 Palästinensisches Essen & Bar 💚 Gerne könnt ihr euch per DM schon anmelden. Wir freuen uns auf euch!",2025-08-18 17:40:07+00:00,1,388,6,0.22
instagram.com,https://www.instagram.com/juso_schweiz/,3701919542665042220_46564761026,"So, jetzt gibts hier mal bitz grundsätzliche Bildung, statt laue Memes zum Crowdfunding (bei dem wir natürlich immer noch cash money brauchen ;)  Es gibt zwar keinen grünen Kapitalismus, dafür gibts am 30. November die Möglichkeit die Erbschaften der Milliardär*innen dieses Landes gerechter zu besteuern.  #rückverteilungstattluxusyachten #initiativefuereinezukunft",2025-08-18 13:21:14+00:00,8,370,7,0.01
instagram.com,https://www.instagram.com/juso_schweiz/,3701023880738012362_46564761026,"Die „Hitzewelle Gianluigi“ war ein nur ein kleiner Vorgeschmack: Es wird immer heisser, und wir sind nicht im Ansazt darauf vorbereitet. Das gilt auch für die meisten Wohnungen in der Schweiz. Der aktuelle Bericht des Bundesamts für Energie macht es unmissverständlich klar: Ein Grossteil unserer Wohngebäude wird in den kommenden Jahrzehnten unerträglich heiss und nicht mehr bewohnbar sein.  Die Hitze ist nicht nur einfach ein wenig unangenehm, sondern droht, unsere Wohnqualität radikal zu verschlechtern. #initiativefüreinezukunft",2025-08-17 07:40:51+00:00,8,428,6,-1.0
instagram.com,https://www.instagram.com/juso_schweiz/,3699795144256542782_46564761026,"Seit einigen Tagen leiden wir wieder unter einer grausamen Hitzewelle.  Wir fordern ein neues Benennungssystem für Hitzewellen nach dem Vorbild von Hoch- und Tiefdruckgebieten. Jedoch mit den Namen der grössten Umweltverschmutzer*innen, wie es der französische Ökonom Maxime Combes vorgeschlagen hat Für die aktuelle Hitzewelle schlagen wir den Namen Gianluigi (Aponte) vor. #hitzewellegianluigi #taxtherich",2025-08-15 14:59:34+00:00,8,352,3,-0.8
instagram.com,https://www.instagram.com/juso_schweiz/,3699765904320685665_2944886569,"Zölle, Handelskonflikte und wirtschaftlicher Druck sind kein Zufall, sondern Teil eines imperialistischen Systems. Die USA sichern ihre Macht nicht mit fairen Mitteln, sondern mit gezieltem ökonomischem Zwang. Darunter leiden nicht die Superreichen, sondern vor allem die arbeitende Bevölkerung weltweit. Solange der Kapitalismus besteht, werden wir immer wieder mit denselben Konflikten konfrontiert. Unsere Antwort darauf ist klar: Wir kämpfen für eine sozialistische Weltwirtschaft, die auf Solidarität statt auf Profitmaximierung beruht.",2025-08-15 14:01:29+00:00,8,271,4,-1.0
instagram.com,https://www.instagram.com/juso_schweiz/,3698174365569348220_2944886569,"NEHMT DAS GELD DEN REICHSTEN, GEBT ES DEM KLIMA Wir haben unsere Abstimmungskampagne für die @initiative_fuer_eine_zukunft lanciert. Zeit, das wir die Superreichen stoppen und für ihre Kliaverrechen zur Verantwortung ziehen. Am 30. November JA zur Initiative für eine Zukunft!",2025-08-13 09:59:13+00:00,2,428,79,0.13
instagram.com,https://www.instagram.com/juso_schweiz/,3698061250465521341_2944886569,"JA ZUR INITIATIVE FÜR EINE ZUKUNFT AM 30. NOVEMBER! Mit einer grossen Aktion haben wir am Bahnhof Bern unsere Abstimmungskampagne lanciert. Die Superreichen erben Milliarden, wir die Krisen. Es ist Zeit, dass wir sie stoppen. Mit unserer Initiative könnten jährlich sechs Milliarden Franken zusätzlich für den Klimaschutz bereitgestellt werden. Finanziert durch eine Steuer auf die Mega-Erbschaften der Reichsten. Die Klimaverbrecher*innen müssen endlich zur Rechenschaft gezogen werden.",2025-08-13 05:34:38+00:00,8,1076,53,-0.23
instagram.com,https://www.instagram.com/juso_schweiz/,3697504178736801717_46564761026,"Uns steht eine riesige Angstkampagne bevor – finanziert von Wirtschaftsverbänden und bürgerlichen Parteien mit einem Vielfachen unseres Budgets. David gegen Goliath. Aber wir setzen auf unsere Kreativität, machen unsere Stimme laut und bauen auf eure Unterstützung. Deshalb unser Crowdfunding: Unser Ziel sind mindestens 50’000 Franken, um dieser Übermacht zu begegnen. (Spendenlink in Bio 💚) Ansonsten haben wir leider verloren, bevor wir angefangen haben. #taxtherich #savetheclimate",2025-08-12 11:07:49+00:00,8,189,5,-0.33
instagram.com,https://www.instagram.com/juso_schweiz/,3696842691244566222_46564761026,"Help Silas: Crowdfunding unterstützen, Link in Bio ❤️ #taxtherich #savetheclimate",2025-08-11 13:14:55+00:00,2,321,16,0.0
instagram.com,https://www.instagram.com/juso_schweiz/,3695358249783176845_46564761026,👉👈 crowdfunding-link in bio.  #spendengegenmilliardenerben #undoncontreleursmilliards #donazionicontroiloromiliardi,2025-08-09 12:04:15+00:00,8,217,2,0.0
instagram.com,https://www.instagram.com/juso_schweiz/,3695246151606456976_46564761026,Link in Bio! 💚,2025-08-09 08:21:32+00:00,8,205,1,0.0
instagram.com,https://www.instagram.com/juso_schweiz/,3693954373596467936_2944886569,"SOMMER, SONNE, SOZIALISMUS (fast) Das war das Sommerlager der JUSO Schweiz. Eine Woche diskutieren, planen, lernen und feiern mit unseren Genoss*innen. Vielen Dank für die wunderschöne Zeit! Die stärkste aller (Jung)parteien ist bereit für den Abstimmungskampf. 📸 @arayaasia_derossi",2025-08-07 13:35:28+00:00,8,719,8,1.0
instagram.com,https://www.instagram.com/juso_schweiz/,3693272157315533819_65540559015,"Auch 80 Jahre danach sollte sich die Schweiz an „Nie wieder!“ erinnern. Wir müssen den Druck auf den Bundesrat erhöhen, damit er endlich dem Atomwaffenverbotsvertrag beitritt. Hilf uns jetzt, die Atomwaffenverbotsinitiative fertig zu sammeln!",2025-08-06 14:59:34+00:00,8,276,2,0.39
instagram.com,https://www.instagram.com/juso_schweiz/,3692456135919734353_2944886569,"PSYCHISCHE GESUNDHEIT FÜR ALLE  Demonstration am 16. August in Bern, Start um  14h auf den Waisenhausplatz (bewilligt). Die Lage ist seit Jahren dramatisch, immer mehr Menschen sind auf psychiatrische und psychologische Behandlungen angewiesen. Währenddessen hat sich die gesundheitliche Versorgung aber nicht verbessert, im Gegenteil: Lange Wartezeiten und/oder Absagen sind Gang und Gäbe, bei der psychiatrischen Versorgung gibt es harte Triagen. Diese Verknappung der Therapieplätze ist lebensgefährlich. Die Politik weigert sich, das Problem anzuerkennen und da psychische Erkrankungen noch immer stark stigmatisiert sind, blieb das Thema lange im Dunkeln. Damit ist jetzt Schluss! Wir wehren uns gegen die menschenfeindliche Situation und gehen zusammen auf die Strasse - alle Menschen haben psychische Gesundheit verdient!",2025-08-05 11:58:15+00:00,8,503,17,-0.44
instagram.com,https://www.instagram.com/juso_schweiz/,3689754390869343839_2944886569,"Der Disability Pride Month ist vorbei - aber der Kampf geht weiter! Es braucht eine IV-Vollrente von 5'000 CHF!  Eine Behinderung darf kein Armutsrisiko sein. Trotzdem ist genau das in der Schweiz Realität. Wer auf eine IV-Rente angewiesen ist, lebt unter dem Existenzminimum. Die durchschnittliche Vollrente reicht nicht annähernd zum Leben. Wer ergänzende Leistungen beantragen muss, wird bevormundet, kontrolliert und stigmatisiert. Das ist ein staatlich organisierter Ausschluss behinderter Menschen. Die IV, die eigentlich existenzsichernd sein sollte, produziert aktiv Armut: Renten reichen kaum zum Leben, Verfahren dauern Jahre, die Begutachtung ist entwürdigend und durchzogen von Willkür.  Es braucht jetzt höhere IV-Renten! Deshalb fordert die JUSO Schweiz nicht nur einen Mindestlohn von 5'000 CHF, sondern auch eine IV-Rente von 5'000 CHF!",2025-08-01 18:30:11+00:00,8,390,12,-1.0
instagram.com,https://www.instagram.com/juso_schweiz/,3684615107393118410_46564761026,👉👈 Betreibung ist raus. #initiativefuereinezukunft #superreichezurkasse,2025-07-25 16:22:11+00:00,2,580,27,0.0
instagram.com,https://www.instagram.com/juso_schweiz/,3684359032878279756_2944886569,"WIR HABEN SERGIO ERMOTTI BETRIEBEN - SUPERREICHE MÜSSEN FÜR DIE BEKÄMPFUNG DER KLIMAKRISE BEZAHLEN.  Sergio Ermotti, Multimillionär und CEO der UBS, muss endlich geradestehen für seine Klimaverpestung. Die UBS investitiert unter seiner Führung massive Geldsummen in klimaschädliche Sektoren: Seit Einführung des Pariser Klimaabkommens hat die UBS 210 Mrd. CHF in fossile Energien gepumpt. Kurzfristige Profite für ihn und seine Friends auf Kosten unserer Umwelt stehen über allem.  Die Rechnung dafür bezahlen wir alle - in Form der Klimakrise und der damit verbundenen Kosten. Damit muss Schluss sein: Superreiche wie Sergio Ermotti müssen endlich für ihre Klimazerstörung bezahlen!",2025-07-25 07:50:46+00:00,8,412,17,0.01
instagram.com,https://www.instagram.com/juso_schweiz/,3683885783643882547_46564761026,Billionaires should not exist!,2025-07-24 16:10:29+00:00,8,245,0,-0.22
instagram.com,https://www.instagram.com/juso_schweiz/,3683024041360357959_2944886569,"Für eine antiableistische Zukunft! Ableismus wurde als Kategorie für die kapitalistische Ordnung durch die Gesellschaft geschaffen, so kann ihn auch nur eine starke und konsequente Bewegung überwinden. Wir kämpfen nicht bloss für mehr Zugänglichkeit, sondern für das Ende eines Systems, das Menschen bewertet, verwertet und so ausgrenzt. Dazu müssen wir mit dem Kapitalismus, staatlicher und gesellschaftlicher Gewalt sowie entmächtigende Institutionen brechen. Dafür müssen wir Bildung, Arbeit, Wohnen, Gesundheitsversorgung, Kultur und Teilhabe dem Kapital entreissen – und sie allen zur Verfügung stellen. Unsere Solidarität darf nicht selektiv sein, sondern muss radikal, unbequem und praktisch werden. Denn im Kampf für den Sozialismus muss Ableismus konsequent, an seinen Wurzeln und mit und durch behinderte Menschen angegriffen werden!",2025-07-23 11:40:49+00:00,2,211,8,-1.0
instagram.com,https://www.instagram.com/juso_schweiz/,3682900013367251903_36117587992,"Am Wochenende marschierten Nazis in alten Nazi-Uniformen durchs Berner Oberland. Dies unter dem Deckmantel einer „Wanderung“. Ihr Ziel ist klar: Hass und menschenfeindliche Ideologien verbreiten und den NS glorifizieren. Wir sagen entschieden: Nicht mit uns! Unsere heutige Gesellschaft soll für Offenheit, Solidarität und Vielfalt stehen. Nicht für die Verherrlichung einer Ideologie, die Millionen Menschenleben gekostet hat.  Die Polizei war zwar vor Ort, griff aber kaum ein. Statt die Nazi-Wanderung zu unterbinden, wurde lediglich darauf geachtet, dass keine offensichtliche NS-Symbolik getragen wird. Aus Angst vor Eskalation mit dritten. Dies zeigt einmal mehr: Auf den Staat können wir uns im Kampf gegen den Faschismus nicht verlassen. Antifaschismus bleibt Handarbeit der Zivilbevölkerung.  Der Ort der Wanderung war offenbar gezielt gewählt weil in der Schweiz Nazi-Symbolik vollkomen legal getragen werden darf. Darum fordern wir: 👉Endlich ein Verbot von Nazi-Symbolik wie dem Hakenkreuz oder Hitlergruss 👉 Die Annerkennung des Rechtsextremismus als ernsthafte Gefahr für unsere Demokratie und das konsequente Handeln dagegen. 👉 Zeigen wir gemeinsam, dass wir uns unser Oberland nicht von Faschist:innen kaputt machen lassen. Es gibt kein Ruhiges Hinterland!❤️🖤",2025-07-23 07:31:58+00:00,1,819,9,-1.0
instagram.com,https://www.instagram.com/juso_schweiz/,3682375498969954628_2944886569,"IN MEMORIAM UTØYA Heute gedenken wir den Genoss*innen unserer Schwesterorganisation @aufnorge , die 2011 grausam von einem rechtsextremen Terroristen ermordet wurden.  Wir müssen stärker denn je zusammenhalten und uns gegen das Erstarken des Faschismus stellen. Wir werden keinen Fussbreit weichen.",2025-07-22 14:09:50+00:00,8,646,0,-0.31
instagram.com,https://www.instagram.com/juso_schweiz/,3679585463535243814_2944886569,"Roche hat das neue Krebsmedikament Lunsumio wieder vom Markt genommen, weil das BAG die überhöhten Preisforderungen nicht akzeptiert hat. Roche benutzt die Leben von krebskranken Menschen um ihre Profite zu steigern. Der Pharmaindustrie ist die Gesundheit egal. Es geht nur um Profite.",2025-07-18 17:46:31+00:00,8,302,8,0.01
instagram.com,https://www.instagram.com/juso_schweiz/,3677986683299852510_2944886569,"In der Schweiz erlebt über ein Drittel aller Lernenden rassitische Diskriminierung am Arbeitsplatz. Migrantisierte und rassifizierte Jugendliche sind systematischem Rassismus ausgesetzt. Diese Diskriminierung ist nicht einfach das Verhalten einzelner Menschen – sie ist Ausdruck tief verwurzelter struktureller Ungleichheit im Bildungssystem, auf dem Arbeitsmarkt und schlussendlich in der ganzen Gesellschaft. Wir fordern endlich politische Massnahmen, die Betroffene wirklich schützen!",2025-07-16 12:50:02+00:00,8,349,6,-0.35
instagram.com,https://www.instagram.com/juso_schweiz/,3674532196137370126_2944886569,"In Eschenbach sollte eine junge Lehrerin ihre Stelle antreten: fachlich geeignet, engagiert, bereit Weihnachten zu feiern. Aber sie trägt Kopftuch. Was passiert? Eltern beschweren sich, die Schule knickt ein. Jetzt will die SVP Kanton St. Gallen diesen Einzelfall ausnutzen und ein gesetzliches Kopftuchverbot für Lehrerinnen einführen. Und sie nennen das ‚Neutralität‘. Aber wir müssen ehrlich sein: Das ist keine Neutralität. Das ist Diskriminierung mit Ansage. Das ist antimuslimischer Rassismus. Kein Platz für Kopftuchverbote. Kein Platz für Diskriminierung. Punkt.",2025-07-11 18:27:17+00:00,2,1017,78,0.76
instagram.com,https://www.instagram.com/juso_schweiz/,3674465241082024337_2944886569,"Familienunternehmen? Von wegen.  Unsere Präsidentin Mirjam Hostetmann ordnet im Talktäglich ein, wen die Bürgerlichen eigentlich meinen wenn sie von ""Familienunternehmen"" sprechen.  Dass KMUs von einer Erbschaftssteuer mit einem Freibetrag von 50 Millionen nicht betroffen sind, hat der KMU Verbands Präsident nämlich 2015 schon bestätigt, als man auch schon über eine Erbschaftssteuer abgestimmt hat.",2025-07-11 16:29:26+00:00,2,299,30,0.09
instagram.com,https://www.instagram.com/juso_schweiz/,3674254900813340845_46564761026,Die ideologischen Verrenkungen eines André Hoffmann (Roche Erbe). 🤸‍♂️ #initiativefüreinezukunft,2025-07-11 09:15:06+00:00,8,406,6,0.01
instagram.com,https://www.instagram.com/juso_schweiz/,3674158823158216887_2944886569,"Der Genozid von Srebrenica jährt sich heute zum 30 mal. Wir gedenken den Opfern und den Verbliebenen.  30 Jahre ist es her, doch die Gräueltaten an den muslimischen Bosniak*innen sind bis heute nicht aufgearbeitet. Der serbische Staat und die Republika Srpska erkennen den Genozid immer noch nicht an. Es ist höchste Zeit, dass sich Europa um die Aufarbeitung des Genozids von Srebrenica kümmert.",2025-07-11 06:04:46+00:00,8,690,3,0.21
instagram.com,https://www.instagram.com/juso_schweiz/,3673745196509220363_46564761026,"Familienunternehmen sind von der Initiative für eine Zukunft betroffen? Bullshit! Sogar Yannick Berner, Co-CEO eines Familienunternehmens und FDP-Grossrat im Aargau, gibt zu, dass nicht mal sein Unternehmen betroffen ist. Dum dum dum bim bi dim bi dim bi di... Ausschnitt aus der Sendung TalkTäglich",2025-07-10 16:23:16+00:00,2,259,1,0.0
instagram.com,https://www.instagram.com/juso_schweiz/,3672898222683382508_2944886569,"Der Disability Pride Monat ist Ausdruck eines politischen Kampfes – gegen ein System, das behinderte Menschen abwertet, einsperrt, ausschliesst oder zu Anpassung zwingt. Dieses System ist tief eingebettet in kapitalistische, patriarchale und koloniale Verhältnisse. Es braucht einen radikalen Systemwandel!",2025-07-09 12:20:10+00:00,8,466,5,-1.0
instagram.com,https://www.instagram.com/juso_schweiz/,3672778433797543755_2944886569,"NIEMAND WILL DEINE AUTOBAHNEN @RÖSTI Im letzten Herbst hat die Schweizer Stimmbevölkerung einen Autobahnausbau abgelehnt. Auf einer gestrigen Bergwanderung mit Medienschaffenden hat jetzt Albert aber kommuniziert, dass er die abgelehnten Projekte nochmals prüfen lassen will. Es gibt nichts mehr zu prüfen. Sie wurden abgelehnt. Auch ein Bundesrat muss sich der Demokratie beugen.",2025-07-09 08:22:10+00:00,8,968,8,-1.0
instagram.com,https://www.instagram.com/juso_schweiz/,3672307393476569645_46564761026,"PLAKAT ALS GESCHENK AB 50.- SPENDE! Sie erben Milliarden. Wir die Krisen: Das muss sich ändern! Am 30. November stimmen wir über die Initiative für eine Zukunft ab, die Millardenerben endlich gerecht besteuern will. Dieses Geld soll in ernsthafte Klimaschutzmassnahmen gesteckt werden. TAX THE RICH - SAVE THE CLIMATE.  👉 Hol dir jetzt unser wunderschönes Plakat direkt in die WG Küche, übers Bett oder in den Flur. Ab einer Spende von 50 CHF schicken wir es dir gerne nach Hause. Plakatdesign/-konzept: Lean Lanfranchi vom Winterthurer Druckkollektiv @printbrigata  Unterstütze unseren Kampf für eine gerechte Zukunft. Spenden-Link in Bio! #TaxTheRich #SieErbenMilliardenWirDieKrisen #Klimakrise #Spende #climate",2025-07-08 16:46:18+00:00,8,205,1,0.67
instagram.com,https://www.instagram.com/juso_schweiz/,3671620798376476289_5413209871,"Trans Jugendliche brauchen Zugang zu medizinischer Versorgung und Familien, Schulen und medizinisches Fachpersonal müssen mehr sensibilisiert und unterstützt werden!!",2025-07-07 18:02:10+00:00,8,1034,4,0.0
instagram.com,https://www.instagram.com/juso_schweiz/,3669208378606223712_2944886569,"Zum 4. Juli, dem Unabhängigkeitstag der USA, haben wir der US-Botschaft einen kurzen Besuch abgestattet. Die USA sind seit jeher unabhängig von Gerechtigkeit, Solidarität und Freiheit 🙃. Dieser Staat hat sein Fundament auf Kolonialisierung, Ausbeutung und tiefstes Unrecht aufgebaut.  Und nun zerstört Donald Trump den Rechtsstaat. Egal ob Migrant*innen, Queere Menschen oder Menschen mit Gebärmüttern, wer ihm nicht passt, schwebt in Lebensgefahr. Obendrauf verfolgt er mit der USA eine agressive imperiale Strategie. Es braucht antifaschistischer und antiimperialistischer Widerstand auf der ganzen Welt. Kein Fussbreit dem Faschismus, der Techautokratie und dem Imperialismus!",2025-07-04 10:09:06+00:00,8,1146,13,-1.0
instagram.com,https://www.instagram.com/juso_schweiz/,3667905799690631572_6538066852,Lernende haben mehr verdient!😡 60% der Lernenden berichten von psychischen Problemen. Mit nur fünf Wochen Ferien im Jahr fehlt es ihnen an Entlastung und Anerkennung für ihre Leistungen.  Wir appellieren an den Bundesrat: Acht Wochen Ferien in der Lehre!🔥,2025-07-02 15:08:08+00:00,2,2413,0,-0.37
instagram.com,https://www.instagram.com/juso_schweiz/,3667693921530894674_2944886569,Heute beginnt die Fussball EM⚽️💜 Unterschreibe jetzt unsere Petition für konkrete Verbesserungen im Frauensport.  Mit unseren Stickern kannst du uns zudem helfen die Petition zu verbreiten. Link in Bio,2025-07-02 08:00:45+00:00,2,684,52,0.38
instagram.com,https://www.instagram.com/juso_schweiz/,3667207095376503567_2944886569,"SHAME ON CHIQUITA! Das in der Schweiz ansässige Unternehmen kann seine koloniale Vergangenheit, die von ihm in Auftrag gegebenen Morde und die jüngsten Massenentlassungen nicht verbergen! Wir werden nicht wegschauen und sie zur Rechenschaft ziehen!",2025-07-01 15:52:55+00:00,8,447,8,-0.36
instagram.com,https://www.instagram.com/juso_schweiz/,3667163370315851920_2944886569,‼ WIR STIMMEN AM 30. NOVEMBER ÜBER DIE INITIATIVE FÜR EINE ZUKUNFT AB‼,2025-07-01 14:26:24+00:00,2,250,0,0.0
instagram.com,https://www.instagram.com/juso_schweiz/,3667098021544703701_2944886569,"‼️ WIR STIMMEN AM 30. NOVEMBER ÜBER DIE INITIATIVE FÜR EINE ZUKUNFT AB ‼️ Heute hat der Bundesrat das definitive Abstimmungsdatum unserer Initiative kommuniziert: Die Initiative wird schon am 30. November 2025 zur Abstimmung kommen!  Das ist der absolute Wunschtermin für die Martullo Blochers der Schweiz. Ermöglicht wurde das durch ein rechtsbürgerliches Parlament, das unser Anliegen ohne echte Debatte, ohne sich wirklich damit zu befassen, einfach schnellstmöglich durch die Institutionen geprügelt hat. Einmal mehr gewichten sie die Interessen der Superreichen höher als unser aller Zukunft. 👉Aber warum die Eile? Eigentlich ganz simpel: Weil unsere Initiative ihnen Angst macht. Mit dem frühen Abstimmungstermin wollen sie uns unter Druck setzen. Uns bleiben nur noch 5 Monate. 5 Monate, in denen wir für eine lebenswerte Zukunft kämpfen und die Superreichen vor Angst erzittern lassen.  Darum brauchen wir dich. Bist du dabei?  Wie du jetzt aktiv werden kannst: 🚩Jetzt JUSO Mitglied werden! 💸Spenden: Hilf unseren Standpunkten nationale Sichtbarkeit zu erlangen! 💥Teile diesen Post in deiner Story und schick ihn deinen Freund*innen und Verwandten!",2025-07-01 12:16:12+00:00,8,653,25,-1.0
instagram.com,https://www.instagram.com/juso_schweiz/,3666499765777459845_2944886569,"Aufstieg des Faschismus in den USA: Grenzkontrollen und Memes. Ein Student soll wegen eines Memes über den Vizepräsidenten an der amerikanischen Grenze zurückgewiesen worden sein. Dies ist nicht nur eine Einzelfall, sondern ein weiterer Beweis für die Repression, die in den USA herrscht! Spread the meme!",2025-06-30 16:27:35+00:00,8,796,26,0.01
instagram.com,https://www.instagram.com/juso_schweiz/,3663608553185687809_2944886569,"DAS F-35 DRAMA  Amherd und Pfister haben mit dem F-35-Kauf auf ganzer Linie versagt und auf dem Weg auch noch unsere demokratischen Rechte verletzt. Im Post erfährst du, wie es dazu kommen konnte. Mindestens 7.3 Milliarden soll uns das Versagen der Mitte-Bundesrät*innen kosten, das müssen wir unbedingt verhindern! Darum unterstützen wir die Abstimmungsbeschwerde von SP und Grüne: Die Stimmbevölkerung darf nicht weiter aussenvor gelassen werden, wir wollen nämlich keine Jets!",2025-06-26 16:43:16+00:00,8,493,13,-0.99
instagram.com,https://www.instagram.com/juso_schweiz/,3662165346527426754_2944886569,UNTERSCHREIBE JETZT DIE ATOMWAFFENVERBOTSINITIATIVE!,2025-06-24 16:57:17+00:00,2,239,3,0.0
instagram.com,https://www.instagram.com/juso_schweiz/,3659976148817451541_3118711010,"Was für ein starkes Zeichen ✊🇵🇸! Über 20’000 Personen haben sich heute in Bern versammelt, um ihre Trauer und ihre Wut angesichts der grauenvollen Situation in Gaza zum Ausdruck zu bringen. Gemeinsam haben wir den Bundesrat zum raschen und entschlossenen Handeln aufgefordert, um das humanitäre Völkerrecht zu schützen.",2025-06-21 16:26:21+00:00,8,1576,33,-0.98
instagram.com,https://www.instagram.com/juso_schweiz/,3659296975430862475_2944886569,"Heute ist World Refugee Day – ein Tag, der an das Schicksal von Millionen geflüchteten Menschen erinnert. Doch statt sich solidarisch zu zeigen, hetzt unser Parlament einmal mehr gegen Flüchtende. In der vergangenen Session wurde alles versucht, um sie zu entrechten, zu kriminalisieren  und systematisch ausgrenzen. Gegen diesen Angriff auf Menschenrechte müssen wir Widerstand leisten!  Politiker*innen von SVP bis GLP wollen Menschen entrechten, abschieben und mundtot machen – wir kämpfen für eine Schweiz, in der alle Menschen Würde und Rechte haben.  Auch ohne Schweizer Pass.  Auch ohne Aufenthaltsrecht.",2025-06-20 17:56:56+00:00,8,313,0,-1.0
instagram.com,https://www.instagram.com/juso_schweiz/,3659228207593732011_2944886569,"Solidarität alleine stoppt den Genozid nicht! Zusätzlich zu den Forderungen der Organisator*innen stellen wir weitergehende Forderungen.  Von Bundesrat, Ständerat und Nationalrat: Sanktionen gegen alle Institutionen und Privatpersonen, die sich am Genozid beteiligen und die Einfrierung derer Gelder.  Von Schweizer Universitäten: Ein Stopp der Zusammenarbeit mit Israelischen Universitäten, die die Besetzung der Westbank, Gazas und Ostjerusalems aktiv mittragen, Kriegseinsätze fördern und eng mit militärischen Institutionen verknüpft sind. Von schweizer Kultur- und Sportvereinen: Die Beendigung der Zusammenarbeit mit Kultur- und Sportorganisationen, welche als Botschafter*innen des Regimes von Netanjahu auftreten Allgemein fordern wir: Sanktionen und Boykotte gegen alle vom Genozid profitierenden oder daran beteiligten Firmen und Organisationen FREE PALESTINE!!!",2025-06-20 15:40:17+00:00,8,452,18,0.29
instagram.com,https://www.instagram.com/juso_schweiz/,3657742180039282471_2944886569,"ALLE AUF DIE STRASSE! Diesen Samstag findet in Bern eine nationale Grossdemo für Solidarität mit Palästina statt. Es ist wichtiger denn je, Druck auf die Regierung auszuüben, die Schweiz darf nicht länger Komplizin des Genozids sein. Die Demo ist bewilligt.",2025-06-18 14:27:50+00:00,8,661,5,0.39
instagram.com,https://www.instagram.com/juso_schweiz/,3656909800311517700_46564761026,"Der Ständerat schlägt sich feige auf die Seite der Martullo Blochers der Schweiz. Na ja, wenig überraschend. Schämt euch trotzdem. #initiativefüreinezukunft #sowirddasnichtsmitderklimagerechtenzukunft",2025-06-17 10:54:02+00:00,8,526,4,-1.0
