source_platform,source_platform_url,data.id,data.caption.text,data.caption.created_at,data.media_type,data.like_count,data.comment_count
instagram.com,https://www.instagram.com/jsvp_judc/,3675075071970750645_5410023061,200 Franken sind genug! #srg #schweiz,2025-07-12 12:25:05+00:00,2,158,22
instagram.com,https://www.instagram.com/jsvp_judc/,3669979058301952846_5410023061,"Wer unnötige Regulierungen und Bürokratie verhindern will, lehnt den EU-Unterwerfungsvertrag ab!",2025-07-05 11:40:05+00:00,2,74,3
instagram.com,https://www.instagram.com/jsvp_judc/,3666516111423800259_2214021347,HAPPY TAX FREEDOM DAY! 💸 🚩 Der Staat zwackt dir direkt oder indirekt über 50% deines Einkommens ab.  ✅ Die Junge SVP hat die Bevölkerung mit einer Flyer- und Giveaway-Aktion auf diesen Missstand aufmerksam gemacht. 📣 Werde jetzt Mitglied und setze dich mit uns für mehr Eigenverantwortung und weniger staatliche Bevormundung ein. Für mehr Netto vom Brutto. Leistung muss sich lohnen!,2025-06-30 17:00:05+00:00,2,128,5
instagram.com,https://www.instagram.com/jsvp_judc/,3660445983670906437_5410023061,✅ Wir sagen: Ja! Zur Schweizer Neutralität 💪🏻🇨🇭 Herzlichen Dank an die @schweizerzeitverlag und @anianliebrand für die Organisation dieser spannenden Tagung im Urnerland 🏔️🇨🇭🐂,2025-06-22 07:59:48+00:00,8,287,3
instagram.com,https://www.instagram.com/jsvp_judc/,3659909802411562273_5410023061,"Forderung der Jungen SVP Zürich: 🔐Datenschutz für Täter senken! Die Junge SVP Kanton Zürich ist schockiert: Der verurteilte Goldküsten-Mörder B.V., der seinen Freund brutal tötete und seine Ex-Freundin vergewalGgte, bewegt sich nur acht Jahre nach seiner InhaIierung wieder frei in der Gesellschaft unter falschem Namen auf Datingplattformen. 🚩Der Täter hat sein Recht auf Anonymität verwirkt Während Medien sein Gesicht verpixeln und seinen Namen verschweigen müssen, kann B.V. unbehelligt Frauen anlocken. Ein Skandal! «Es ist ein Hohn für alle Opfer, wenn ein verurteilter Mörder und Vergewaltiger Frauen unter falscher Identität anlocken kann und der Staat ihn dabei auch noch schützt. Wer bestialisch tötet und vergewaltigt, hat sein Recht auf Anonymität verwirkt. Der Schutz der Bevölkerung muss Vorrang haben!», so Naemi Dimmeler @naemicrowelle, Präsidentin der Jungen SVP Kanton Zürich. Unsere Forderungen 1️⃣ Straftäter wie B.V. dürfen sich nicht hinter dem Datenschutz verstecken. Bei besonders schweren Verbrechen braucht es gesetzliche Ausnahmen – die Öffentlichkeit hat ein Recht auf Information. Auch die Medien müssen ihrer Rolle als vierte Gewalt gerecht werden dürfen. 2️⃣ Es braucht klare Regeln: Verurteilte Gewalttäter, die eine Bedrohung für die öffentliche Sicherheit sind, dürfen sich nicht anonym auf Plattformen bewegen. Es müssen die nötigen Rahmenbedingungen geschaffen werden, damit die DatingPlattformen in die Pflicht genommen werden können. 3️⃣ Täter wie B.V. dürfen nicht nach nur wenigen Jahren Haftstrafe und vor allem nicht unkontrolliert auf die Gesellschaft losgelassen werden. Eine verkürzte Freiheitsstrafe darf in solchen Fällen nicht möglich sein.",2025-06-21 14:14:30+00:00,1,157,6
instagram.com,https://www.instagram.com/jsvp_judc/,3659756902842456051_5410023061,🇨🇭Heimattagung 2025🇨🇭 ✅ Organisiert durch die @schweizerzeitverlag  ✅ Mit dem Schwerpunktthema: Ja! Zur immerwährenden und bewaffneten Neutralität. @gov.ch @schweizerzeitverlag @pro_suisse,2025-06-21 09:10:43+00:00,8,365,3
instagram.com,https://www.instagram.com/jsvp_judc/,3656192062161039379_5410023061,"💰💸 Happy Tax Freedom Day!   Stell dir vor: Erst ab dem 01. Juli arbeitest du für dich selbst. Alles, was du dir bis dahin hart erarbeitet hast, sackt der Staat ein - in Form von Steuern, Abgaben und Gebühren. Genau dieser Umstand ist die bittere Realität für den durchschnittlichen Schweizer Steuerzahler: Über 50% des Jahreseinkommens werden uns direkt oder indirekt vom Staat abgezwackt. Damit wollen wir uns nicht abfinden! Die Junge SVP Schweiz macht deshalb am diesjährigen Tax Freedom Day mit einer Flyer- und Giveaway-Aktion in Zürich auf diesen Missstand aufmerksam.  ⏰Wann: Samstag, 28. Juni 2025, 13.00 Uhr 📍Wo: Treffpunkt Bahnhof Stadelhofen, Zürich Diese Aktion eignet sich auch perfekt für Neumitglieder. Es ist eine tolle Gelegenheit, erste Schritte in der politischen Arbeit zu machen und Gleichgesinnte kennenzulernen!   Wir freuen uns über deine Anmeldung beim Vorstandsmitglied der Jungen SVP Kanton Zürich, Yves Helfenberger: helfenberger@jsvp-zh.ch / 078 736 02 60.   ________   Vielen Dank für eure Unterstützung - wir freuen uns!",2025-06-16 11:08:00+00:00,1,57,4
instagram.com,https://www.instagram.com/jsvp_judc/,3655561443798335733_5410023061,"✅🇨🇭Für die Schweiz einstehen, heisst: ⛔️ Gegen fremde Richter sein. ⛔️ Keine automatische Rechtsübernahme von fremdem Recht. ⛔️ Keine preisgabe unserer direkten Demokratie. 🙅🏻‍♂️🙅🏼‍♀️ Keine EU-Unterwerfung‼️‼️ ✅🇨🇭Die Junge SVP Schweiz steht für eine freie, neutrale, unabhängige und direktdemokratische Schweiz ein 🫱🏼‍🫲🏽🇨🇭",2025-06-15 14:24:50+00:00,2,289,16
instagram.com,https://www.instagram.com/jsvp_judc/,3652813393103286570_5410023061,"Es reicht! Genug der Nachsicht – die gestrigen pro-palästinensischen Aktionen auf den Bahngleisen sind Akte des urbanen Terrorismus. Am Sonntag, dem 9. Juni, haben pro-palästinensische Gruppen gezielt Tausende Bürger als Geiseln genommen, indem sie die Bahngleise in Lausanne und Genf blockierten. Das Resultat: gestrichene Züge, verpasste Prüfungen, Familien, die auf den Bahnsteigen zurückgelassen wurden, und ein komplett lahmgelegter Bahnverkehr. Das ist ein Skandal von nationalem Ausmass. Diese Aktionen sind keine friedlichen Demonstrationen. Es handelt sich um koordinierte Operationen mit öffentlichen Aufrufen, logistischer Ausrüstung, medialer Begleitung und massiver Präsenz auf den Gleisen – alles unter Missachtung des Gesetzes, der Behörden, der Passanten und der ganzen Schweiz. Wir sprechen hier von Sabotageakten gegen die nationale Infrastruktur – das sind Terrorakte. Punkt. Unsere Polizei verdient höchste Anerkennung. Ihr Einsatz verhinderte Schlimmeres. Aber unser Mitgefühl gilt vor allem den unsichtbaren Opfern dieser Extremisten: - Studierende, die ihre Prüfungen verpassten. - Familien, die stundenlang auf Bahnsteigen festsassen. - Angestellte und Geschäftsleute, die wirtschaftlich schwer getroffen wurden. - Reisende, die sich plötzlich mitten in einer Demonstration wiederfanden, an der sie nie teilnehmen wollten. Unsere Forderungen:  1. Die Täter müssen zahlen 2. Sofortige Sperrung der Konten der beteiligten Organisationen 3. Schluss mit der Straflosigkeit Es reicht. Das Demonstrationsrecht ist kein Freibrief für Chaos. Das Schweizer Volk erwartet Taten. Es ist Zeit, Ordnung wiederherzustellen.",2025-06-11 19:15:12+00:00,8,244,25
instagram.com,https://www.instagram.com/jsvp_judc/,3649002175355845649_5410023061,🌞 Politcamp der Jungen SVP 2025 ✅,2025-06-06 13:02:59+00:00,8,386,6
instagram.com,https://www.instagram.com/jsvp_judc/,3648283864322031516_5410023061,🌞Policamp 2025🏕️,2025-06-05 13:15:50+00:00,8,339,10
instagram.com,https://www.instagram.com/jsvp_judc/,3647670409026076974_5410023061,🌞 JSVP-Politcamp 2025,2025-06-04 16:57:00+00:00,8,147,1
instagram.com,https://www.instagram.com/jsvp_judc/,3639775573728219168_5410023061,"👉🏻 Jetzt anmelden unter diesem Link: https://forms.gle/suC4nWykCWwpb8qV6 💥 *Wer fürs kommende Wochenende noch nichts vorhat: Jetzt ist die perfekte Gelegenheit!* *Es gibt noch wenige freie Plätze – also schnell anmelden!* ✨ Politcamp 2025 Dieses Jahr findet das Politcamp in einer ganz neuen Form statt – und zwar im Lagerhaus Bodenweidli in Wildhaus! 📅 30. Mai – 1. Juni 2025 🕛 Anreise bis Freitagmittag, Abreise am Sonntag ab Mittag. Freu dich auf ein abwechslungsreiches Programm mit: 🪨 Bergwerksbesichtigung 🎉 Ausgang 🏸 Freizeitaktivitäten 🗣 Und natürlich: ganz viel Politik! 📍 Sei dabei und erlebe ein unvergessliches Wochenende in den Bergen – wir freuen uns auf dich!",2025-05-24 19:31:22+00:00,1,72,0
instagram.com,https://www.instagram.com/jsvp_judc/,3634649241465781497_5410023061,"Nach Kopf-ab-Geste eines Islamisten in Basel: Junge SVP setzt Belohnung in Höhe von Fr. 5'000.00 für sachdienliche Hinweise aus Wer als erstes einen sachdienlichen Hinweis zur erfolgreichen Identifikation des radikalen Islamisten liefert, welcher der israelischen ESC-Vertreterin in Basel mit einer Kopf-ab-Geste den Tod androhte, wird mit Fr. 5'000.00 belohnt. «Die Junge SVP will nicht, dass fremde Konflikte in der Schweiz ausgetragen werden. Weiter toleriert sie die Situation nicht, dass Gäste der Schweiz auf offener Strasse mit dem Tod bedroht werden.», so Nils Fiechter, Präsident der Jungen SVP Schweiz. In den vergangenen Tagen gab es während des Eurovision Song Contests ESC in Basel immer wieder aggressive Demonstrationen gegen die israelische Sängerin Yuval Raphael und ihr Land. Schlimmer Höhepunkt: Als die Sängerin mit anderen ESC-Teilnehmern in einem Tram durch die Stadt Basel fuhr, lief ein Mann mit einer Palästina-Flagge neben ihr her und machte eine Kopf-ab-Geste in ihre Richtung. Solche Zustände sind in einem freien, friedvollen, sicheren und neutralen Land wie der Schweiz unhaltbar und schaden dem Ansehen der Schweiz. Die Junge SVP will verhindern, dass woker und islamistischer Antisemitismus in der Schweiz immer wie mehr an Nährboden gewinnt. Deshalb - und auch angesichts der Tatsache, dass der radikale Islamist trotz im Vorfeld gross angekündigter Videoüberwachung in der Innenstadt von Basel von den Strafverfolgungsbehörden bisher nicht identifiziert werden konnte - greift die Junge SVP Schweiz zur unkonventionellen Methode des Aussetzens einer Belohnung. Abschliessend dankt die Junge SVP allen Polizisten und weiteren Einsatzkräften, welche während dieser heiklen ESC-Phase in Basel und auch sonst überall in der Schweiz für die Sicherheit und Gesundheit der Bevölkerung im Einsatz sind. Hinweis: Sachdienliche Hinweise zur Identifikation des radikalen Islamisten können ab sofort an sekretariat@jsvp.ch gesendet werden. Die Junge SVP Schweiz wird diese prüfen und an die zuständigen Strafverfolgungsbehörden weiterleiten.",2025-05-17 17:46:16+00:00,8,381,31
instagram.com,https://www.instagram.com/jsvp_judc/,3623496118240209055_5410023061,1. Mai-Chaoten: Böötlä mit der Jungen SVP vs. Böötlä mit der @juso_schweiz #1mai #tagderarbeit #antifa #juso #schweiz,2025-05-02 08:27:00+00:00,1,657,25
instagram.com,https://www.instagram.com/jsvp_judc/,3617194402645344320_5410023061,Das E-ID-Gesetz ist: 1. Undemokratisch. 2. Die Grundlage zur Totalüberwachung der Bürger. 3. Unnötig. ⛔️📵 Deswegen: Nein zum E-ID-Gesetz ✋🏻📲 #schweiz #politik #jsvp,2025-04-23 16:19:49+00:00,2,132,17
instagram.com,https://www.instagram.com/jsvp_judc/,3615836321604864331_5410023061,⛔️✋🏻 E-ID-Gesetz Nein ✋🏻🇨🇭,2025-04-21 18:51:32+00:00,2,202,11
instagram.com,https://www.instagram.com/jsvp_judc/,3615065130472566262_5410023061,"Wir wollen keine staatlich finanzierten #Medien! Deshalb unterstützt die @jungesvp das #Referendum des @TeamFreiheitCH gegen ein erneutes Millionen-Paket für bestimmte Medien. 💯🇨🇭 «Einmal mehr tritt die Classe Politique den Volkswillen mit Füssen», so @nils_fiechter . Es sei «sonnenklar, dass das Volk keine staatlich finanzierten #Medien haben will», so Fiechter weiter, «deshalb unterstützt die Junge SVP auch dieses #Referendum». https://www.blick.ch/politik/unterschriften-gegen-steuergelder-pressefoerderung-soll-vors-volk-id20796071.html",2025-04-28 15:04:36+00:00,8,183,11
instagram.com,https://www.instagram.com/jsvp_judc/,3614855455370084310_5410023061,"🐰🐣 Les Jeunes UDC vous souhaitent à tous de joyeuses Pâques.  Le dimanche de Pâques est la plus grande fête chrétienne, au cours de laquelle on célèbre la résurrection du Christ d’entre les morts. En Suisse, de nombreuses traditions sont associées à ce jour de fête : la famille se réunit pour le brunch de Pâques, on va ensemble à la messe, on cherche des œufs et des petits nids de Pâques, on grignote des lapins en chocolat, et ainsi de suite. Profitez de cette journée avec vos proches. ----------- 🐰🐣 Die Junge SVP wünscht euch allen frohe und besinnliche Ostern.  Der Ostersonntag ist der höchste christliche Feiertag, an dem die Auferstehung Christi von den Toten gefeiert wird. In der Schweiz verbinden wir viele Traditionen mit diesem Festtag: die Familie kommt zum Osterbrunch zusammen, man geht gemeinsam in den Gottesdienst, es werden Ostereier und Osternestli gesucht, die Schoggiosterhasen werden angeknabbert, und so weiter.  Geniesst den heutigen Tag mit euren Liebsten.",2025-04-20 10:19:34+00:00,1,313,5
instagram.com,https://www.instagram.com/jsvp_judc/,3614263661221490950_5410023061,"🫱🏼‍🫲🏽🗃️ Am vergangenen Donnerstag zählte das gemeinsame Beglaubigungsbüro (Komitee E-ID-Gesetz-NEIN, Freunde der Verfassung, die Junge SVP Schweiz sowie die EDU Schweiz) 51'000 beglaubigte Unterschriften. 📮📩 Heute und am kommenden Dienstag kommen noch tausende weitere hinzu. 🚀🇨🇭 Anbei einige Impressionen von der Einreichung der ersten 40'000 Unterschriften bei der Bundeskanzlei.",2025-04-19 14:43:46+00:00,8,180,5
instagram.com,https://www.instagram.com/jsvp_judc/,3612957202827216516_5410023061,✋🏻⛔️ Non à un passeport suisse numérique non suffissament sécurisé. -------------------------------------------------------- ✋🏻⛔️ Nein zu einem unsicheren digitalen Schweizerpass.,2025-04-17 19:28:04+00:00,8,293,5
instagram.com,https://www.instagram.com/jsvp_judc/,3612810709504035329_5410023061,✅ Über 50'000 Unterschriften: ✅ Das E-ID-Referendum ist zustande gekommen.  #schweiz #referendum #politik #svp #nilsfiechter,2025-04-17 14:45:46+00:00,2,231,18
instagram.com,https://www.instagram.com/jsvp_judc/,3609325420802396147_5410023061,🧢💸 Make Switzerland Poor Again? ⛔️✋🏻 Die Enteignungs-Initiative der JUSO zerstört Schweizer Familienunternehmen! @juso_nein  #actionfigur #trend #ki #erbschaftsteuer,2025-04-12 19:14:52+00:00,1,273,13
instagram.com,https://www.instagram.com/jsvp_judc/,3605634148992314083_5410023061,"🎤📝 Pressekonferenz: E-ID-Gesetz Nein! Die Junge SVP lehnt das E-ID-Gesetz aus den folgenden Gründen ab: ✋🏻⛔️ Missachtung des Volkswillens: Im Jahr 2021 wurde bereits einmal eine E-ID-Vorlage vom schweizer Stimmvolk mit über 64% abgelehnt! Diesen Entscheid gilt es zu respektieren. Die Schweizer wollen keine E-ID! ✋🏻⛔️ Gefahr für die Freiheitsrechte: Die Junge SVP sieht in der E-ID das Potenzial, dass damit die Freiheit der Bürger - analog zu den Covid-Massnahmen - unverhältnismässig eingeschränkt werden könnte. Gemäss dem Credo «währet den Anfängen» lehnen wir diese Vorlage ab. ✋🏻⛔️ Die E-ID ist unnötig: Man braucht sie nicht, um die Dinge des täglichen Bedarfs zu besorgen, wir leben gut ohne sie.  Wir danken den über 60'000 Menschen in der ganzen Schweiz, die es ermöglicht haben, dass wir über dieses Gesetz mittels eines Volksentscheids abstimmen können.",2025-04-07 16:58:27+00:00,8,155,4
instagram.com,https://www.instagram.com/jsvp_judc/,3601053132730445559_5410023061,"E-ID-Gesetz-Nein! +++ Es geht um Deine #Freiheit! JETZT E-ID-Referendum unterschreiben und Bogen per Post einsenden! +++ Im Video erklärt Dir unser Präsident @NilsFiechter , weshalb die E-ID abgelehnt gehört. Hier findest Du den #Referendumsbogen zur E-ID zum Download: https://jsvp.ch/wp-content/uploads/2025/03/E-ID-Gesetz-Nein_Unterschriftenbogen_junge-svp_DE.pdf",2025-04-01 09:18:24+00:00,2,219,11
instagram.com,https://www.instagram.com/jsvp_judc/,3588807686335451701_5410023061,"✅ Die Junge SVP Schweiz unterstützt das Referendum: 📲🪪 E-ID-Gesetz-NEIN ⛔️✋🏻 Wie kannst du das Referendum unterstützen: 1️⃣ Den Unterschriftenbogen unter dem folgenden Link herunterladen: https://e-id-gesetz-nein.ch/#unterschreiben 2️⃣ Den Unterschriftenbogen (E-ID-Gesetz-NEIN!) ausdrucken und unterschreiben. 3️⃣ Den unterschriebenen Unterschriftenbogen an die angegebene Adresse zurückschicken. Und vergiss nicht: Auch deine Familie, Freunde und Bekannte dürfen gerne unterzeichnen😉 zusammen bringen wir das E-ID-Gesetz zur Abstimmung vors Volk.",2025-03-15 11:47:17+00:00,1,196,3
instagram.com,https://www.instagram.com/jsvp_judc/,3588054494848879740_5410023061,... und noch ein paar Bilder von der Hauptversammlung der Jungen SVP Schweiz. Bilder: @martinfoto93,2025-03-14 10:50:50+00:00,8,230,2
instagram.com,https://www.instagram.com/jsvp_judc/,3587553794356199037_5410023061,... ein paar weitere Impressionen von der Hauptversammlung der Jungen SVP Schweiz ... Fotograf: @martinfoto93,2025-03-13 18:16:02+00:00,8,155,6
instagram.com,https://www.instagram.com/jsvp_judc/,3587436356813843854_5410023061,Die Hauptversammlung der Jungen SVP Schweiz fand dieses Jahr in Frenkendorf im Kanton Baselland statt. Wir danken der @jsvp_bl ganz herzlich für ihren Einsatz und die gelungene Organisation dieses Events. Bilder: @martinfoto93,2025-03-13 14:22:42+00:00,8,113,1
instagram.com,https://www.instagram.com/jsvp_judc/,3585992823456208025_5410023061,Nebst den beiden bisherigen Vize-Präsidenten verlässt auch @leo_martin1955 die Parteileitung der Jungen SVP Schweiz. Wir danken Leonard für den Einsatz als Romand-Verteter in der Parteileitung und wünschen ihm weiterhin viel Erfolg auf seinem politischen Weg.,2025-03-11 14:34:39+00:00,8,93,1
instagram.com,https://www.instagram.com/jsvp_judc/,3585966741000746094_5410023061,"Nachdem @diegobaratti in den letzten 8 Jahren in der Parteileitung der Jungen SVP Schweiz und im vergangenen Jahr sogar als Vize-Präsident Romandie unserer Sache diente, mussten wir ihn zu unserem Bedauern am vergangenen Samstag aus der Parteileitung verabschieden. Fun Fact: Diego Baratti wurde im Jahr 2017 im Kanton Baselland in die Parteileitung der Jungen SVP Schweiz gewählt und im selben Kanton - 8 Jahre später - verabschiedet.",2025-03-11 13:42:50+00:00,8,158,5
instagram.com,https://www.instagram.com/jsvp_judc/,3585939082090704846_5410023061,"Am vergangenen Samstag mussten wir zu unserem Bedauern @mattia.mettler als Vize-Präsidenten der Jungen SVP Schweiz mangels zeitlicher Ressourcen nach nur einem Jahr auf diesem Posten bereits wieder verabschieden. «Ich danke Mattia Mettler von Herzen für dessen Einsatz für unser Land und unsere Leute - sowie dessen konstruktive und unterstützende Zusammenarbeit während des vergangenen Jahres», sagt @nils_fiechter, Präsident der Jungen SVP Schweiz dazu. Wir bedanken uns ganz herzlich bei Mattia und freuen uns, dass er uns als Präsident der @jsvpsz weiterhin erhalten bleibt.",2025-03-11 12:47:53+00:00,8,268,8
instagram.com,https://www.instagram.com/jsvp_judc/,3584487270376558754_5410023061,"Die Junge SVP Schweiz an der Fasnacht in Sissach, Baselland mit Ehrengast Naveen Hofstetter. 🐑 Für eine sichere Schweiz #fasnacht #schweiz #🐑",2025-03-09 12:43:23+00:00,8,611,13
instagram.com,https://www.instagram.com/jsvp_judc/,3584432319281689417_5410023061,"An der gestrigen Hauptversammlung der Jungen SVP Schweiz in Frenkendorf Baselland wurden @enzo.malorgio, @__stutz__ und @daniel_esfeld neu in die Parteileitung der Jungen SVP Schweiz gewählt. Wir freuen uns auf eine gute und konstruktive Zusammenarbeit zugunsten unseres schönen Landes.",2025-03-09 10:54:12+00:00,1,189,7
